Galaxy,SPARC_name,match_key,ngc_id,ugc_id,ic_id,pgc_id,Mb_proxy_Msun,Mstar_proxy_Msun,Mgas_proxy_Msun,Rb_kpc,Sigma_b_Msun_kpc2,V_obs_kms,V_b_kms,morphology_age_gyr,Morphology_T,z0mgs_match_status,z0mgs_match_method,z0mgs_PGC,z0mgs_NGC,z0mgs_UGC,z0mgs_IC,z0mgs_Dist_Mpc,z0mgs_e_Dist_dex,z0mgs_logMstar,z0mgs_e_logMstar,z0mgs_GammaStar,z0mgs_method_GammaStar,z0mgs_logSFR,z0mgs_e_logSFR,z0mgs_method_logSFR,z0mgs_DelMS,z0mgs_Flags,z0mgs_Mstar_Msun,z0mgs_SFR_Msun_yr,z0mgs_sSFR_yr,final_Mstar_for_SFH_Msun,final_SFR_for_SFH_Msun_yr,final_sSFR_for_SFH_yr,SFH_source,source_sparc_proxy_file,source_z0mgs_catalog,source_z0mgs_url
NGC3741,NGC3741,NGC3741,3741,,,,256060000.0,14000000.0,242060000.0,0.2,1018830368.202768,50.1,74.20549220239698,6.0,10.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,14000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
NGC3769,NGC3769,NGC3769,3769,,,,16693070000.0,9339500000.0,7353570000.0,3.38,232553535.05470973,118.6,145.74374822291722,9.85,3.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,9339500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
NGC3877,NGC3877,NGC3877,3877,,,,38239890000.0,36267500000.0,1972390000.0,2.53,950814341.2317548,168.4,254.9636301273331,8.75,5.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,36267500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
NGC3893,NGC3893,NGC3893,3893,,,,36975170000.0,29262500000.0,7712670000.000001,2.38,1038906340.8592536,174.0,258.49181057903667,8.75,5.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,29262500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
NGC3917,NGC3917,NGC3917,3917,,,,13494040000.0,10983000000.0,2511040000.0,2.63,310492152.3051887,135.9,148.55022012697208,8.2,6.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,10983000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
NGC3949,NGC3949,NGC3949,3949,,,,23516930000.0,19033500000.0,4483430000.0,3.59,290410196.6811312,163.0,167.85074233055752,9.3,4.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,19033500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
NGC3953,NGC3953,NGC3953,3953,,,,74417060000.0,70650500000.0,3766560000.0,4.89,495307520.0156474,220.8,255.83620364007365,9.3,4.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,70650500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
NGC3972,NGC3972,NGC3972,3972,,,,8791120000.0,7176500000.0,1614620000.0,2.18,294409183.4260632,132.7,131.69643980196943,9.3,4.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,7176500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
NGC3992,NGC3992,NGC3992,3992,,,,135542670000.0,113466000000.0,22076670000.0,4.96,876865160.4112557,241.0,342.8288463785008,9.3,4.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,113466000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
NGC4010,NGC4010,NGC4010,4010,,,,12363060000.0,8596500000.0,3766560000.0,2.81,249191640.270727,125.8,137.55931542946658,7.649999999999999,7.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,8596500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
NGC4013,NGC4013,NGC4013,4013,,,,43493110000.0,39547000000.0,3946110000.000001,3.53,555509108.2457563,172.9,230.19880047958105,9.85,3.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,39547000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
NGC4051,NGC4051,NGC4051,4051,,,,51221010000.0,47634000000.0,3587010000.0000005,4.65,377018241.7231774,157.0,217.6595714823287,9.3,4.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,47634000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
NGC4085,NGC4085,NGC4085,4085,,,,12656170000.0,10862000000.0,1794170000.0,1.65,739868509.1318103,131.5,181.6307411484113,8.75,5.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,10862000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
NGC4088,NGC4088,NGC4088,4088,,,,64583580000.0,53643000000.0,10940580000.000002,2.58,1544197464.030237,171.7,328.11900200958706,9.3,4.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,53643000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
NGC4100,NGC4100,NGC4100,4100,,,,33822660000.0,29697000000.0,4125660000.0,2.15,1164530779.3437588,158.2,260.11465863631827,9.3,4.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,29697000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
NGC4138,NGC4138,NGC4138,4138,,,,24027890000.0,22055500000.0,1972390000.0,1.51,1677188485.4034126,147.3,261.6070968060146,11.5,0.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,22055500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
NGC4157,NGC4157,NGC4157,4157,,,,63750580000.0,52810000000.0,10940580000.000002,2.32,1885073560.488876,184.7,343.77813805074624,9.85,3.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,52810000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
NGC4183,NGC4183,NGC4183,4183,,,,10081980000.0,5419000000.0,4662980000.0,2.79,206137761.99607235,110.6,124.66685153485228,8.2,6.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,5419000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
NGC4214,NGC4214,NGC4214,4214,,,,1216880000.0,570500000.0,646380000.0000001,0.51,744607716.8383914,80.1,101.30222072164683,6.0,10.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,570500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
NGC4217,NGC4217,NGC4217,4217,,,,46056960000.0,42649500000.0,3407460000.0,2.94,848048596.3933663,181.3,259.56979048779453,9.85,3.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,42649500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
NGC4559,NGC4559,NGC4559,4559,,,,17417130000.0,9688500000.0,7728630000.000001,2.1,628576492.9646583,121.2,188.8681936321125,8.2,6.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,9688500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
NGC5005,NGC5005,NGC5005,5005,,,,91062400000.0,89360000000.0,1702400000.0,9.45,162291437.41565368,262.2,203.57939490541008,9.3,4.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,89360000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
NGC5033,NGC5033,NGC5033,5033,,,,70302120000.0,55254500000.0,15047620000.0,5.16,420232028.86844224,194.2,242.0692013497236,8.75,5.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,55254500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
NGC5055,NGC5055,NGC5055,5055,,,,92051260000.0,76461000000.0,15590260000.0,3.2,1430704399.1052012,179.0,351.73862128299544,9.3,4.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,76461000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
NGC5371,NGC5371,NGC5371,5371,,,,185065900000.0,170196500000.0,14869400000.0,7.44,532109072.99164623,209.5,327.0822008683224,9.3,4.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,170196500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
NGC5585,NGC5585,NGC5585,5585,,,,3709890000.000001,1471500000.0,2238390000.0000005,1.53,252230907.69669428,90.3,102.1209810527517,7.649999999999999,7.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,1471500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
NGC5907,NGC5907,NGC5907,5907,,,,115675750000.0,87712500000.0,27963250000.0,5.34,645624409.3886263,215.0,305.2324557567308,8.75,5.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,87712500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
NGC5985,NGC5985,NGC5985,5985,,,,119773380000.0,104364000000.0,15409380000.0,7.01,387921991.97445583,293.6,271.0823994662867,9.85,3.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,104364000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
NGC6015,NGC6015,NGC6015,6015,,,,23823720000.0,16064499999.999998,7759220000.0,2.3,716760453.8444706,154.1,211.0673450998005,8.2,6.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,16064499999.999998,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
NGC6195,NGC6195,NGC6195,6195,,,,223344310000.0,195538000000.0,27806310000.0,13.94,182923489.210516,251.7,262.5041881639109,9.85,3.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,195538000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
NGC6503,NGC6503,NGC6503,6503,,,,8742020000.0,6422500000.0,2319520000.0,2.16,298211525.9791261,116.3,131.93475035417515,8.2,6.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,6422500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
NGC6674,NGC6674,NGC6674,6674,,,,150106450000.0,107327000000.0,42779450000.0,6.04,654855694.5823767,241.3,326.93497638879364,9.85,3.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,107327000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
NGC6946,NGC6946,NGC6946,6946,,,,40627600000.0,33086500000.0,7541100000.0,2.44,1086079576.3840847,158.9,267.6060009955914,8.2,6.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,33086500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
NGC7331,NGC7331,NGC7331,7331,,,,140034610000.0,125315500000.0,14719110000.0,5.02,884398675.6339487,239.0,346.3745797558128,9.85,3.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,125315500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
NGC7814,NGC7814,NGC7814,7814,,,,38687600000.0,37264500000.0,1423100000.0000005,2.54,954386939.10999,218.9,255.946510864325,10.4,2.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,37264500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
PGC51017,PGC51017,PGC51017,,,,51017,344830000.0,77500000.0,267330000.0,0.53,195376999.02591053,18.6,52.89867129800463,5.449999999999999,11.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,77500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC00128,UGC00128,UGC00128,,128,,,15893230000.0,6010000000.0,9883230000.0,5.95,71449364.20299141,129.3,107.18346153569172,7.1,8.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,6010000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC00731,UGC00731,UGC00731,,731,,,2564810000.0,161500000.0,2403310000.0,2.3,77164875.1590783,73.3,69.25383987815813,6.0,10.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,161500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC01230,UGC01230,UGC01230,,1230,,,12361900000.0,3810000000.0,8551900000.0,4.34,104454197.95534526,103.7,110.6822363754832,6.55,9.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,3810000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC01281,UGC01281,UGC01281,,1281,,,567520000.0,176500000.0,391020000.0,1.63,33995864.843807615,55.2,38.69696999282718,7.1,8.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,176500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC02259,UGC02259,UGC02259,,2259,,,1519520000.0,862500000.0,657020000.0,1.62,92150251.15340526,86.2,63.514938279835846,7.1,8.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,862500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC02487,UGC02487,UGC02487,,2487,,,268868290000.0,244977500000.0,23890790000.000004,7.89,687393957.7004666,332.0,382.8348525837728,11.5,0.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,244977500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC02885,UGC02885,UGC02885,,2885,,,255062250000.0,201762500000.0,53299750000.00001,11.4,312360863.9861556,289.5,310.20646515137383,8.75,5.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,201762500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC02916,UGC02916,UGC02916,,2916,,,93029590000.0,62076500000.0,30953090000.0,6.15,391463258.7034795,182.7,255.0663532121776,10.4,2.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,62076500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
UGC02953,UGC02953,UGC02953,,2953,,,139970740000.0,129758999999.99998,10211740000.0,3.55,1767667935.6659772,264.9,411.7983765413415,10.4,2.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,129758999999.99998,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24
